rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF03829,mir-1257 microRNA precursor family,Gene; miRNA;,2,118,225,112.5,96,Rfam seed
RF03830,mir-1003 microRNA precursor family,Gene; miRNA;,2,56,112,56.0,100,Rfam seed
RF03831,mir-627 microRNA precursor family,Gene; miRNA;,3,87,261,87.0,96,Rfam seed
RF03832,mir-H4 microRNA precursor family,Gene; miRNA;,2,76,152,76.0,68,Rfam seed
RF03833,mir-5928 microRNA precursor family,Gene; miRNA;,5,75,375,75.0,77,Rfam seed
RF03834,mir-3173 microRNA precursor family,Gene; miRNA;,5,80,388,77.6,95,Rfam seed
RF03835,mir-955 microRNA precursor family,Gene; miRNA;,2,81,162,81.0,99,Rfam seed
RF03836,mir-3547 microRNA precursor family,Gene; miRNA;,2,88,176,88.0,99,Rfam seed
RF03837,mir-3138 microRNA precursor family,Gene; miRNA;,3,82,246,82.0,100,Rfam seed
RF03838,MIR8032 microRNA precursor family,Gene; miRNA;,4,48,192,48.0,96,Rfam seed
RF03839,MIR2599 microRNA precursor family,Gene; miRNA;,2,132,252,126.0,82,Rfam seed
RF03840,mir-3064 microRNA precursor family,Gene; miRNA;,5,67,333,66.6,95,Rfam seed
RF03841,mir-8941 microRNA precursor family,Gene; miRNA;,2,84,167,83.5,100,Rfam seed
RF03842,MIR2680 microRNA precursor family,Gene; miRNA;,4,168,672,168.0,98,Rfam seed
RF03843,MIR2600 microRNA precursor family,Gene; miRNA;,5,85,425,85.0,89,Rfam seed
RF03844,mir-3190 microRNA precursor family,Gene; miRNA;,2,77,152,76.0,76,Rfam seed
RF03845,mir-3327 microRNA precursor family,Gene; miRNA;,2,89,177,88.5,90,Rfam seed
RF03846,mir-4861 microRNA precursor family,Gene; miRNA;,2,94,185,92.5,96,Rfam seed
RF03847,mir-1538 microRNA precursor family,Gene; miRNA;,2,58,116,58.0,91,Rfam seed
RF03848,mir-1549 microRNA precursor family,Gene; miRNA;,2,63,126,63.0,86,Rfam seed
RF03849,MIR1219 microRNA precursor family,Gene; miRNA;,4,87,334,83.5,78,Rfam seed
RF03850,mir-961 microRNA precursor family,Gene; miRNA;,2,85,169,84.5,93,Rfam seed
RF03851,mir-1002 microRNA precursor family,Gene; miRNA;,4,89,353,88.2,71,Rfam seed
RF03852,mir-610 microRNA precursor family,Gene; miRNA;,2,75,150,75.0,97,Rfam seed
RF03853,mir-2013 microRNA precursor family,Gene; miRNA;,4,85,326,81.5,67,Rfam seed
RF03854,mir-1949 microRNA precursor family,Gene; miRNA;,2,70,140,70.0,99,Rfam seed
RF03855,MIR5241 microRNA precursor family,Gene; miRNA;,3,75,217,72.3,96,Rfam seed
RF03856,mir-1188 microRNA precursor family,Gene; miRNA;,2,82,164,82.0,99,Rfam seed
RF03857,mir-3129 microRNA precursor family,Gene; miRNA;,3,82,240,80.0,98,Rfam seed
RF03858,mir-1991 microRNA precursor family,Gene; miRNA;,2,66,131,65.5,78,Rfam seed
RF03859,mir-6132 microRNA precursor family,Gene; miRNA;,3,94,282,94.0,99,Rfam seed
RF03860,MIR1520 microRNA precursor family,Gene; miRNA;,18,132,1991,110.6,71,Rfam seed
RF03861,mir-4484 microRNA precursor family,Gene; miRNA;,3,89,261,87.0,98,Rfam seed
RF03862,MIR5274 microRNA precursor family,Gene; miRNA;,2,95,190,95.0,83,Rfam seed
RF03863,mir-1258 microRNA precursor family,Gene; miRNA;,2,72,144,72.0,100,Rfam seed
RF03864,mir-BART9 microRNA precursor family,Gene; miRNA;,2,88,175,87.5,69,Rfam seed
RF03865,mir-7637 microRNA precursor family,Gene; miRNA;,2,68,128,64.0,100,Rfam seed
RF03866,mir-1889 microRNA precursor family,Gene; miRNA;,2,128,243,121.5,73,Rfam seed
RF03867,mir-4081 microRNA precursor family,Gene; miRNA;,2,51,100,50.0,76,Rfam seed
RF03868,mir-H2 microRNA precursor family,Gene; miRNA;,2,77,150,75.0,64,Rfam seed
RF03869,mir-2834 microRNA precursor family,Gene; miRNA;,2,63,126,63.0,98,Rfam seed
RF03870,mir-2040 microRNA precursor family,Gene; miRNA;,2,81,162,81.0,93,Rfam seed
RF03871,mir-5681 microRNA precursor family,Gene; miRNA;,2,61,120,60.0,87,Rfam seed
RF03872,MIR6426 microRNA precursor family,Gene; miRNA;,2,84,168,84.0,93,Rfam seed
RF03873,mir-3192 microRNA precursor family,Gene; miRNA;,2,77,154,77.0,100,Rfam seed
RF03874,mir-8834 microRNA precursor family,Gene; miRNA;,2,105,210,105.0,100,Rfam seed
RF03875,MIR5272 microRNA precursor family,Gene; miRNA;,6,77,446,74.3,84,Rfam seed
RF03876,mir-7132 microRNA precursor family,Gene; miRNA;,2,60,118,59.0,88,Rfam seed
RF03877,mir-3937 microRNA precursor family,Gene; miRNA;,2,102,204,102.0,99,Rfam seed
RF03878,mir-B6 microRNA precursor family,Gene; miRNA;,2,83,166,83.0,72,Rfam seed
RF03879,mir-2831 microRNA precursor family,Gene; miRNA;,2,75,149,74.5,92,Rfam seed
RF03880,mir-1684 microRNA precursor family,Gene; miRNA;,2,87,174,87.0,99,Rfam seed
RF03881,mir-59 microRNA precursor family,Gene; miRNA;,4,66,264,66.0,81,Rfam seed
RF03882,mir-4889 microRNA precursor family,Gene; miRNA;,3,84,252,84.0,72,Rfam seed
RF03883,mir-9256 microRNA precursor family,Gene; miRNA;,8,69,535,66.9,88,Rfam seed
RF03884,mir-725 microRNA precursor family,Gene; miRNA;,3,57,169,56.3,80,Rfam seed
RF03885,mir-4178 microRNA precursor family,Gene; miRNA;,2,60,120,60.0,93,Rfam seed
RF03886,mir-1993 microRNA precursor family,Gene; miRNA;,2,69,134,67.0,77,Rfam seed
RF03887,mir-2511 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,99,Rfam seed
RF03888,mir-3160 microRNA precursor family,Gene; miRNA;,2,83,162,81.0,96,Rfam seed
RF03889,mir-4776 microRNA precursor family,Gene; miRNA;,2,80,160,80.0,90,Rfam seed
RF03890,mir-B8 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,94,Rfam seed
RF03891,mir-2545 microRNA precursor family,Gene; miRNA;,2,118,235,117.5,98,Rfam seed
RF03892,mir-4860 microRNA precursor family,Gene; miRNA;,2,74,148,74.0,99,Rfam seed
RF03893,mir-4879 microRNA precursor family,Gene; miRNA;,2,75,150,75.0,96,Rfam seed
RF03894,mir-5736 microRNA precursor family,Gene; miRNA;,2,80,159,79.5,84,Rfam seed
RF03895,MIR2679 microRNA precursor family,Gene; miRNA;,3,119,357,119.0,99,Rfam seed
RF03896,MIR2275 microRNA precursor family,Gene; miRNA;,13,119,1248,96.0,67,Rfam seed
RF03897,mir-4077 microRNA precursor family,Gene; miRNA;,3,56,167,55.7,92,Rfam seed
RF03898,mir-7616 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,99,Rfam seed
RF03899,mir-5912 microRNA precursor family,Gene; miRNA;,2,88,175,87.5,84,Rfam seed
RF03900,mir-9242 microRNA precursor family,Gene; miRNA;,2,66,130,65.0,84,Rfam seed
RF03901,mir-BART18 microRNA precursor family,Gene; miRNA;,2,83,165,82.5,79,Rfam seed
RF03902,MIR7784 microRNA precursor family,Gene; miRNA;,2,123,246,123.0,97,Rfam seed
RF03903,mir-679 microRNA precursor family,Gene; miRNA;,2,74,148,74.0,95,Rfam seed
RF03904,MIR7991 microRNA precursor family,Gene; miRNA;,2,47,94,47.0,98,Rfam seed
RF03905,MIR6149 microRNA precursor family,Gene; miRNA;,2,99,187,93.5,94,Rfam seed
RF03906,mir-3199 microRNA precursor family,Gene; miRNA;,2,87,172,86.0,93,Rfam seed
RF03907,mir-4428 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,100,Rfam seed
RF03908,MIR6459 microRNA precursor family,Gene; miRNA;,2,87,174,87.0,71,Rfam seed
RF03909,mir-3804 microRNA precursor family,Gene; miRNA;,2,82,161,80.5,75,Rfam seed
RF03910,mir-H5 microRNA precursor family,Gene; miRNA;,2,80,159,79.5,72,Rfam seed
RF03911,mir-1910 microRNA precursor family,Gene; miRNA;,2,80,160,80.0,94,Rfam seed
RF03912,mir-4659 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,82,Rfam seed
RF03913,mir-992 microRNA precursor family,Gene; miRNA;,2,86,166,83.0,81,Rfam seed
RF03914,mir-BART21 microRNA precursor family,Gene; miRNA;,2,76,152,76.0,75,Rfam seed
RF03915,MIR5286 microRNA precursor family,Gene; miRNA;,2,78,156,78.0,90,Rfam seed
RF03916,MIR400 microRNA precursor family,Gene; miRNA;,2,103,205,102.5,95,Rfam seed
RF03917,mir-4449 microRNA precursor family,Gene; miRNA;,2,69,135,67.5,92,Rfam seed
RF03918,mir-4922 microRNA precursor family,Gene; miRNA;,2,65,123,61.5,93,Rfam seed
RF03919,mir-1540 microRNA precursor family,Gene; miRNA;,2,59,118,59.0,100,Rfam seed
RF03920,mir-237 microRNA precursor family,Gene; miRNA;,3,80,236,78.7,70,Rfam seed
RF03921,MIR860 microRNA precursor family,Gene; miRNA;,4,115,460,115.0,88,Rfam seed
RF03922,MIR2119 microRNA precursor family,Gene; miRNA;,2,188,284,142.0,60,Rfam seed
RF03923,mir-964 microRNA precursor family,Gene; miRNA;,2,90,180,90.0,97,Rfam seed
RF03924,mir-1228 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,95,Rfam seed
RF03925,mir-1011 microRNA precursor family,Gene; miRNA;,2,54,108,54.0,100,Rfam seed
RF03926,MIR1435 microRNA precursor family,Gene; miRNA;,3,213,560,186.7,61,Rfam seed
RF03927,MIR538 microRNA precursor family,Gene; miRNA;,3,179,457,152.3,83,Rfam seed
RF03929,mir-6579 microRNA precursor family,Gene; miRNA;,2,68,136,68.0,99,Rfam seed
RF03930,mir-1909 microRNA precursor family,Gene; miRNA;,2,72,143,71.5,96,Rfam seed
RF03931,mir-2061 microRNA precursor family,Gene; miRNA;,2,74,148,74.0,96,Rfam seed
RF03932,mir-1597 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,90,Rfam seed
RF03933,MIR6445 microRNA precursor family,Gene; miRNA;,2,117,215,107.5,86,Rfam seed
RF03934,mir-m107-1 microRNA precursor family,Gene; miRNA;,2,65,130,65.0,65,Rfam seed
RF03935,mir-763 microRNA precursor family,Gene; miRNA;,3,120,360,120.0,95,Rfam seed
RF03936,mir-4079 microRNA precursor family,Gene; miRNA;,2,51,100,50.0,76,Rfam seed
RF03937,mir-9456 microRNA precursor family,Gene; miRNA;,2,68,131,65.5,95,Rfam seed
RF03938,mir-4662 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,90,Rfam seed
RF03939,mir-4868 microRNA precursor family,Gene; miRNA;,6,83,470,78.3,68,Rfam seed
RF03940,MIR9563 microRNA precursor family,Gene; miRNA;,2,127,226,113.0,80,Rfam seed
RF03941,mir-3158 microRNA precursor family,Gene; miRNA;,2,81,162,81.0,86,Rfam seed
RF03942,mir-5727 microRNA precursor family,Gene; miRNA;,2,92,182,91.0,72,Rfam seed
RF03943,mir-1824 microRNA precursor family,Gene; miRNA;,2,63,126,63.0,98,Rfam seed
RF03944,mir-935 microRNA precursor family,Gene; miRNA;,6,91,534,89.0,99,Rfam seed
RF03945,mir-4876 microRNA precursor family,Gene; miRNA;,2,92,184,92.0,92,Rfam seed
RF03946,mir-3132 microRNA precursor family,Gene; miRNA;,2,75,150,75.0,99,Rfam seed
RF03947,mir-658 microRNA precursor family,Gene; miRNA;,4,101,399,99.8,89,Rfam seed
RF03948,mir-5045 microRNA precursor family,Gene; miRNA;,2,57,110,55.0,91,Rfam seed
RF03949,mir-8830 microRNA precursor family,Gene; miRNA;,3,95,275,91.7,93,Rfam seed
RF03950,mir-4928 microRNA precursor family,Gene; miRNA;,2,79,158,79.0,99,Rfam seed
RF03951,MIR7725 microRNA precursor family,Gene; miRNA;,2,142,284,142.0,99,Rfam seed
RF03952,mir-3718 microRNA precursor family,Gene; miRNA;,2,92,184,92.0,67,Rfam seed
RF03953,mir-5350 microRNA precursor family,Gene; miRNA;,2,74,148,74.0,76,Rfam seed
RF03954,mir-8993 microRNA precursor family,Gene; miRNA;,2,95,190,95.0,96,Rfam seed
RF03955,MIR2934 microRNA precursor family,Gene; miRNA;,2,113,222,111.0,67,Rfam seed
RF03956,mir-737 microRNA precursor family,Gene; miRNA;,5,63,304,60.8,85,Rfam seed
RF03957,mir-5856 microRNA precursor family,Gene; miRNA;,2,70,140,70.0,83,Rfam seed
RF03958,mir-959 microRNA precursor family,Gene; miRNA;,3,94,276,92.0,86,Rfam seed
RF03959,mir-303 microRNA precursor family,Gene; miRNA;,2,70,139,69.5,78,Rfam seed
RF03960,mir-6644 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,96,Rfam seed
RF03961,mir-9033 microRNA precursor family,Gene; miRNA;,2,72,144,72.0,100,Rfam seed
RF03962,mir-958 microRNA precursor family,Gene; miRNA;,4,92,364,91.0,93,Rfam seed
RF03963,mir-2996 microRNA precursor family,Gene; miRNA;,2,72,144,72.0,99,Rfam seed
RF03964,mir-H1 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,59,Rfam seed
RF03965,mir-8927 microRNA precursor family,Gene; miRNA;,2,145,290,145.0,99,Rfam seed
RF03966,mir-76 microRNA precursor family,Gene; miRNA;,3,85,245,81.7,75,Rfam seed
RF03967,mir-1270 microRNA precursor family,Gene; miRNA;,2,83,166,83.0,90,Rfam seed
RF03968,mir-8934 microRNA precursor family,Gene; miRNA;,2,88,176,88.0,98,Rfam seed
RF03969,mir-622 microRNA precursor family,Gene; miRNA;,4,72,288,72.0,95,Rfam seed
RF03970,mir-2766 microRNA precursor family,Gene; miRNA;,2,68,136,68.0,88,Rfam seed
RF03971,mir-3572 microRNA precursor family,Gene; miRNA;,2,86,172,86.0,94,Rfam seed
RF03972,mir-3150 microRNA precursor family,Gene; miRNA;,2,80,160,80.0,78,Rfam seed
RF03973,mir-5615 microRNA precursor family,Gene; miRNA;,2,61,120,60.0,97,Rfam seed
RF03974,MIR838 microRNA precursor family,Gene; miRNA;,2,170,337,168.5,92,Rfam seed
RF03975,mir-5881 microRNA precursor family,Gene; miRNA;,2,67,133,66.5,82,Rfam seed
RF03976,MIR898 microRNA precursor family,Gene; miRNA;,2,154,307,153.5,74,Rfam seed
RF03977,mir-976 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,94,Rfam seed
RF03978,mir-1269 microRNA precursor family,Gene; miRNA;,2,90,180,90.0,96,Rfam seed
RF03979,mir-2006 microRNA precursor family,Gene; miRNA;,3,92,266,88.7,85,Rfam seed
RF03980,mir-2012 microRNA precursor family,Gene; miRNA;,2,84,161,80.5,75,Rfam seed
RF03981,mir-8799 microRNA precursor family,Gene; miRNA;,7,95,635,90.7,85,Rfam seed
RF03982,mir-4865 microRNA precursor family,Gene; miRNA;,2,84,168,84.0,96,Rfam seed
RF03983,MIR5284 microRNA precursor family,Gene; miRNA;,8,112,872,109.0,92,Rfam seed
RF03984,MIR2933 microRNA precursor family,Gene; miRNA;,2,112,224,112.0,99,Rfam seed
RF03985,mir-9250 microRNA precursor family,Gene; miRNA;,2,63,126,63.0,98,Rfam seed
RF03986,mir-6095 microRNA precursor family,Gene; miRNA;,3,83,249,83.0,94,Rfam seed
RF03987,MIR6136 microRNA precursor family,Gene; miRNA;,2,105,206,103.0,81,Rfam seed
RF03988,mir-6301 microRNA precursor family,Gene; miRNA;,2,78,154,77.0,87,Rfam seed
RF03989,mir-7950 microRNA precursor family,Gene; miRNA;,2,59,116,58.0,91,Rfam seed
RF03990,mir-4888 microRNA precursor family,Gene; miRNA;,2,73,146,73.0,89,Rfam seed
RF03991,mir-9209 microRNA precursor family,Gene; miRNA;,3,72,216,72.0,88,Rfam seed
RF03992,mir-6302 microRNA precursor family,Gene; miRNA;,2,79,157,78.5,72,Rfam seed
RF03993,mir-8536 microRNA precursor family,Gene; miRNA;,2,86,172,86.0,67,Rfam seed
RF03994,mir-7558 microRNA precursor family,Gene; miRNA;,2,51,102,51.0,90,Rfam seed
RF03995,mir-7957 microRNA precursor family,Gene; miRNA;,4,59,232,58.0,89,Rfam seed
RF03996,mir-3012 microRNA precursor family,Gene; miRNA;,2,68,132,66.0,94,Rfam seed
RF03997,mir-8510 microRNA precursor family,Gene; miRNA;,7,67,468,66.9,98,Rfam seed
RF03998,mir-2160 microRNA precursor family,Gene; miRNA;,2,93,186,93.0,99,Rfam seed
RF03999,mir-7883 microRNA precursor family,Gene; miRNA;,2,57,114,57.0,98,Rfam seed
RF04000,MIR8139 microRNA precursor family,Gene; miRNA;,4,58,232,58.0,97,Rfam seed
RF04001,mir-7918 microRNA precursor family,Gene; miRNA;,6,58,346,57.7,88,Rfam seed
RF04002,MIR6143 microRNA precursor family,Gene; miRNA;,2,89,178,89.0,72,Rfam seed
RF04003,mir-4841 microRNA precursor family,Gene; miRNA;,2,86,172,86.0,85,Rfam seed
RF04004,mir-7940 microRNA precursor family,Gene; miRNA;,2,57,113,56.5,82,Rfam seed
RF04005,mir-4599 microRNA precursor family,Gene; miRNA;,2,82,163,81.5,75,Rfam seed
RF04006,mir-9338 microRNA precursor family,Gene; miRNA;,3,67,201,67.0,95,Rfam seed
RF04007,mir-8489 microRNA precursor family,Gene; miRNA;,2,90,176,88.0,75,Rfam seed
RF04008,mir-4880 microRNA precursor family,Gene; miRNA;,2,75,148,74.0,93,Rfam seed
RF04009,mir-754 microRNA precursor family,Gene; miRNA;,6,78,461,76.8,95,Rfam seed
RF04010,mir-3003 microRNA precursor family,Gene; miRNA;,2,76,152,76.0,89,Rfam seed
RF04011,mir-8515 microRNA precursor family,Gene; miRNA;,2,92,182,91.0,79,Rfam seed
RF04012,MIR7532 microRNA precursor family,Gene; miRNA;,2,106,212,106.0,98,Rfam seed
RF04013,mir-4818 microRNA precursor family,Gene; miRNA;,2,90,177,88.5,62,Rfam seed
RF04014,mir-8338 microRNA precursor family,Gene; miRNA;,2,61,122,61.0,80,Rfam seed
RF04015,MIR946 microRNA precursor family,Gene; miRNA;,2,189,361,180.5,80,Rfam seed
RF04016,mir-4873 microRNA precursor family,Gene; miRNA;,2,78,156,78.0,94,Rfam seed
RF04017,mir-4864 microRNA precursor family,Gene; miRNA;,2,81,161,80.5,95,Rfam seed
RF04018,mir-5316 microRNA precursor family,Gene; miRNA;,2,89,177,88.5,84,Rfam seed
RF04019,MIR950 microRNA precursor family,Gene; miRNA;,3,92,275,91.7,93,Rfam seed
RF04020,mir-4859 microRNA precursor family,Gene; miRNA;,2,80,160,80.0,99,Rfam seed
RF04021,mir-3492 microRNA precursor family,Gene; miRNA;,2,79,156,78.0,79,Rfam seed
RF04022,mir-4863 microRNA precursor family,Gene; miRNA;,2,93,186,93.0,96,Rfam seed
RF04023,MIR1314 microRNA precursor family,Gene; miRNA;,2,104,202,101.0,85,Rfam seed
RF04024,mir-9571 microRNA precursor family,Gene; miRNA;,2,86,171,85.5,96,Rfam seed
RF04025,mir-7964 microRNA precursor family,Gene; miRNA;,2,51,102,51.0,94,Rfam seed
RF04026,mir-8499 microRNA precursor family,Gene; miRNA;,2,77,154,77.0,95,Rfam seed
RF04027,mir-1422 microRNA precursor family,Gene; miRNA;,18,84,1492,82.9,70,Rfam seed
RF04028,mir-7948 microRNA precursor family,Gene; miRNA;,3,63,187,62.3,89,Rfam seed
RF04029,mir-8521 microRNA precursor family,Gene; miRNA;,15,68,1013,67.5,96,Rfam seed
RF04030,mir-6096 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,98,Rfam seed
RF04031,mir-2686 microRNA precursor family,Gene; miRNA;,2,68,134,67.0,76,Rfam seed
RF04032,MIR2912 microRNA precursor family,Gene; miRNA;,2,156,312,156.0,81,Rfam seed
RF04033,mir-8512 microRNA precursor family,Gene; miRNA;,2,61,122,61.0,98,Rfam seed
RF04035,mir-7910 microRNA precursor family,Gene; miRNA;,2,61,118,59.0,88,Rfam seed
RF04036,mir-2076 microRNA precursor family,Gene; miRNA;,2,68,135,67.5,96,Rfam seed
RF04037,mir-7911 microRNA precursor family,Gene; miRNA;,3,63,188,62.7,77,Rfam seed
RF04038,mir-5985 microRNA precursor family,Gene; miRNA;,2,74,148,74.0,93,Rfam seed
RF04039,mir-2242 microRNA precursor family,Gene; miRNA;,2,95,190,95.0,91,Rfam seed
RF04040,mir-4866 microRNA precursor family,Gene; miRNA;,2,82,164,82.0,95,Rfam seed
RF04041,MIR6154 microRNA precursor family,Gene; miRNA;,2,77,153,76.5,97,Rfam seed
RF04042,mir-7961 microRNA precursor family,Gene; miRNA;,2,56,112,56.0,98,Rfam seed
RF04043,mir-2062 microRNA precursor family,Gene; miRNA;,2,72,143,71.5,93,Rfam seed
RF04044,mir-7939 microRNA precursor family,Gene; miRNA;,10,61,607,60.7,85,Rfam seed
RF04045,mir-2147 microRNA precursor family,Gene; miRNA;,5,87,428,85.6,75,Rfam seed
RF04046,mir-2154 microRNA precursor family,Gene; miRNA;,2,97,194,97.0,99,Rfam seed
RF04047,mir-9228 microRNA precursor family,Gene; miRNA;,2,85,170,85.0,93,Rfam seed
RF04048,mir-7927 microRNA precursor family,Gene; miRNA;,5,56,280,56.0,86,Rfam seed
RF04049,MIR7127 microRNA precursor family,Gene; miRNA;,2,132,264,132.0,100,Rfam seed
RF04050,mir-2072 microRNA precursor family,Gene; miRNA;,2,67,134,67.0,99,Rfam seed
RF04051,mir-8517 microRNA precursor family,Gene; miRNA;,2,108,203,101.5,86,Rfam seed
RF04052,mir-466 microRNA precursor family,Gene; miRNA;,11,80,872,79.3,97,Rfam seed
RF04053,mir-95 microRNA precursor family,Gene; miRNA;,34,89,2687,79.0,77,Rfam seed
RF04054,mir-2944 microRNA precursor family,Gene; miRNA;,6,93,464,77.3,66,Rfam seed
RF04055,mir-1261 microRNA precursor family,Gene; miRNA;,3,85,249,83.0,92,Rfam seed
RF04056,mir-982 microRNA precursor family,Gene; miRNA;,4,93,359,89.8,80,Rfam seed
RF04057,MIR1432 microRNA precursor family,Gene; miRNA;,4,95,360,90.0,85,Rfam seed
RF04059,MIR5020 microRNA precursor family,Gene; miRNA;,3,128,342,114.0,87,Rfam seed
RF04060,mir-703 microRNA precursor family,Gene; miRNA;,3,72,197,65.7,90,Rfam seed
RF04061,mir-1420 microRNA precursor family,Gene; miRNA;,7,90,615,87.9,64,Rfam seed
RF04062,MIR949 microRNA precursor family,Gene; miRNA;,3,106,291,97.0,81,Rfam seed
RF04063,MIR2629 microRNA precursor family,Gene; miRNA;,8,74,526,65.8,69,Rfam seed
RF04064,MIR5267 microRNA precursor family,Gene; miRNA;,10,81,808,80.8,96,Rfam seed
RF04065,mir-7563 microRNA precursor family,Gene; miRNA;,3,88,240,80.0,81,Rfam seed
RF04066,mir-1256 microRNA precursor family,Gene; miRNA;,4,71,269,67.2,88,Rfam seed
RF04067,mir-4520 microRNA precursor family,Gene; miRNA;,4,70,264,66.0,85,Rfam seed
RF04068,mir-3927 microRNA precursor family,Gene; miRNA;,3,85,241,80.3,87,Rfam seed
RF04069,MIR6135 microRNA precursor family,Gene; miRNA;,11,135,1319,119.9,78,Rfam seed
RF04070,MIR6440 microRNA precursor family,Gene; miRNA;,3,108,310,103.3,94,Rfam seed
RF04071,MIR2863 microRNA precursor family,Gene; miRNA;,3,121,334,111.3,71,Rfam seed
RF04072,mir-7386 microRNA precursor family,Gene; miRNA;,14,63,822,58.7,67,Rfam seed
RF04073,mir-727 microRNA precursor family,Gene; miRNA;,5,91,398,79.6,95,Rfam seed
RF04074,mir-1199 microRNA precursor family,Gene; miRNA;,6,100,600,100.0,86,Rfam seed
RF04075,mir-1545 microRNA precursor family,Gene; miRNA;,4,59,234,58.5,82,Rfam seed
RF04076,mir-H11 microRNA precursor family,Gene; miRNA;,6,72,414,69.0,88,Rfam seed
RF04077,mir-1245 microRNA precursor family,Gene; miRNA;,5,70,334,66.8,82,Rfam seed
RF04078,mir-1905 microRNA precursor family,Gene; miRNA;,5,73,351,70.2,88,Rfam seed
RF04079,MIR161 microRNA precursor family,Gene; miRNA;,4,141,513,128.2,78,Rfam seed
RF04080,mir-762 microRNA precursor family,Gene; miRNA;,6,76,447,74.5,87,Rfam seed
RF04081,mir-1992 microRNA precursor family,Gene; miRNA;,3,77,214,71.3,73,Rfam seed
RF04082,mir-54 microRNA precursor family,Gene; miRNA;,6,95,513,85.5,62,Rfam seed
RF04083,MIR528 microRNA precursor family,Gene; miRNA;,7,97,611,87.3,69,Rfam seed
RF04084,mir-595 microRNA precursor family,Gene; miRNA;,4,86,338,84.5,93,Rfam seed
RF04085,mir-1271 microRNA precursor family,Gene; miRNA;,13,86,969,74.5,91,Rfam seed
RF04087,MIR5565 microRNA precursor family,Gene; miRNA;,7,109,734,104.9,81,Rfam seed
RF04088,MIR812 microRNA precursor family,Gene; miRNA;,22,212,4151,188.7,69,Rfam seed
RF04089,mir-753 microRNA precursor family,Gene; miRNA;,5,63,301,60.2,91,Rfam seed
RF04090,mir-6529 microRNA precursor family,Gene; miRNA;,5,79,359,71.8,99,Rfam seed
